timestamp_us,adc_raw,voltage_V,field_mT
2995450529,0,0.000,60.900
2995460529,0,0.000,60.900
2995470529,0,0.000,60.900
2995480529,0,0.000,60.900
2995490529,0,0.000,60.900
2995500529,0,0.000,60.900
2995510529,0,0.000,60.900
2995520529,0,0.000,60.900
2995530529,0,0.000,60.900
2995540529,0,0.000,60.900
2995550529,0,0.000,60.900
2995560529,0,0.000,60.900
2995570529,0,0.000,60.900
2995580529,0,0.000,60.900
2995590529,0,0.000,60.900
2995600529,0,0.000,60.900
2995610529,0,0.000,60.900
2995620529,0,0.000,60.900
2995630529,0,0.000,60.900
2995640529,0,0.000,60.900
2995650529,0,0.000,60.900
2995660529,0,0.000,60.900
2995670529,0,0.000,60.900
2995680529,2,0.002,60.842
2995690529,0,0.000,60.900
2995700529,0,0.000,60.900
2995710529,0,0.000,60.900
2995720529,0,0.000,60.900
2995730529,0,0.000,60.900
2995740529,0,0.000,60.900
2995750529,0,0.000,60.900
2995760529,0,0.000,60.900
2995770529,0,0.000,60.900
2995780529,0,0.000,60.900
2995790529,0,0.000,60.900
2995800529,0,0.000,60.900
2995810529,0,0.000,60.900
2995820529,0,0.000,60.900
2995830529,0,0.000,60.900
2995840529,0,0.000,60.900
2995850529,0,0.000,60.900
2995860529,0,0.000,60.900
2995870529,0,0.000,60.900
2995880529,0,0.000,60.900
2995890529,0,0.000,60.900
2995900529,0,0.000,60.900
2995910529,0,0.000,60.900
2995920529,0,0.000,60.900
2995930529,0,0.000,60.900
2995940529,0,0.000,60.900
2995950529,0,0.000,60.900
2995960529,0,0.000,60.900
2995970529,0,0.000,60.900
2995980529,0,0.000,60.900
2995990529,0,0.000,60.900
2996000529,0,0.000,60.900
2996010529,0,0.000,60.900
2996020529,0,0.000,60.900
2996030529,0,0.000,60.900
2996040529,0,0.000,60.900
2996050529,0,0.000,60.900
2996060529,15,0.012,60.462
2996070529,0,0.000,60.900
2996080529,0,0.000,60.900
2996090529,0,0.000,60.900
2996100529,0,0.000,60.900
2996110529,0,0.000,60.900
2996120529,0,0.000,60.900
2996130529,0,0.000,60.900
2996140529,0,0.000,60.900
2996150529,0,0.000,60.900
2996160529,0,0.000,60.900
2996402951,0,0.000,60.900
2996412529,64,0.052,59.030
2996422529,0,0.000,60.900
2996432529,0,0.000,60.900
2996442529,0,0.000,60.900
2996452529,0,0.000,60.900
2996462529,0,0.000,60.900
