timestamp_us,adc_raw,voltage_V,field_mT
2696525,1835,1.479,7.295
2706525,1894,1.526,5.572
2716525,1856,1.496,6.682
2726525,1879,1.514,6.010
2736525,1885,1.519,5.835
2746525,1853,1.493,6.769
2978698,1856,1.496,6.682
2988525,1879,1.514,6.010
2998525,1871,1.508,6.243
3008525,1910,1.539,5.104
3018525,1869,1.506,6.302
3028525,1893,1.525,5.601
3038525,1872,1.509,6.214
3048525,1893,1.525,5.601
3058525,1863,1.501,6.477
3068525,1878,1.513,6.039
3078525,1867,1.505,6.360
3088525,1866,1.504,6.390
3098525,1858,1.497,6.623
3108525,1881,1.516,5.951
3118525,1845,1.487,7.003
3128525,1853,1.493,6.769
3138525,1841,1.484,7.120
3148525,1831,1.476,7.412
3158525,1869,1.506,6.302
3168525,1855,1.495,6.711
3178525,1856,1.496,6.682
3188525,1840,1.483,7.149
3198525,1872,1.509,6.214
3208525,1939,1.563,4.257
3218525,1868,1.505,6.331
3228525,1919,1.546,4.841
3238525,1861,1.500,6.536
3248525,1867,1.505,6.360
3258525,1870,1.507,6.273
3268525,1851,1.492,6.828
3278525,1851,1.492,6.828
3288525,1872,1.509,6.214
3298525,1885,1.519,5.835
3308525,1879,1.514,6.010
3318525,1836,1.480,7.266
3328525,1839,1.482,7.178
3338525,1879,1.514,6.010
3348525,1835,1.479,7.295
3358525,1876,1.512,6.097
3368525,1855,1.495,6.711
3378525,1863,1.501,6.477
3388525,1865,1.503,6.419
3398525,1870,1.507,6.273
3408525,1895,1.527,5.542
3418525,1842,1.484,7.091
3428525,1872,1.509,6.214
3438525,1861,1.500,6.536
3448525,1840,1.483,7.149
3458525,1931,1.556,4.491
3468525,1849,1.490,6.886
3478525,1840,1.483,7.149
3488525,1882,1.517,5.922
3498525,1798,1.449,8.376
3508525,1831,1.476,7.412
3518525,1840,1.483,7.149
3528525,1874,1.510,6.156
3538525,1863,1.501,6.477
3548525,1831,1.476,7.412
3558525,1840,1.483,7.149
3568525,1878,1.513,6.039
3578525,1868,1.505,6.331
3588525,1867,1.505,6.360
3598525,1872,1.509,6.214
3608525,1862,1.501,6.506
3618525,1869,1.506,6.302
3628525,1872,1.509,6.214
3638525,1974,1.591,3.235
3648525,1856,1.496,6.682
3658525,1898,1.530,5.455
3668525,1879,1.514,6.010
3678525,1855,1.495,6.711
3688525,1862,1.501,6.506
3698525,1861,1.500,6.536
3708525,1875,1.511,6.127
3718525,1861,1.500,6.536
3728525,2078,1.675,0.197
3738525,1846,1.488,6.974
3748525,1907,1.537,5.192
3758525,1891,1.524,5.659
3768525,1885,1.519,5.835
3778525,1882,1.517,5.922
3788525,1879,1.514,6.010
3798525,1859,1.498,6.594
3808525,1855,1.495,6.711
3818525,1869,1.506,6.302
3828525,1626,1.310,13.401
