timestamp_us;adc_raw;voltage_V;field_mT
6271434;1664;1.475;74,3
6273691;1681;1.490;68,83
6275948;1633;1.448;84,26
6278204;1680;1.489;69,15
6280468;1649;1.462;79,12
6282718;1664;1.475;74,3
6284974;1633;1.448;84,26
6287231;1665;1.476;73,97
6289488;1665;1.476;73,97
6291745;1665;1.476;73,97
6294001;1681;1.490;68,83
6296258;1617;1.433;89,4
6298515;1681;1.490;68,83
6300772;1649;1.462;79,12
6303028;1633;1.448;84,26
6312455;1648;1.461;79,44
6314572;1664;1.475;74,3
6316829;1648;1.461;79,44
6319086;1665;1.476;73,97
6321343;1649;1.462;79,12
6323599;1665;1.476;73,97
6325856;1681;1.490;68,83
6328113;1696;1.503;64,01
6330369;1680;1.489;69,15
6332626;1665;1.476;73,97
6334883;1680;1.489;69,15
6337139;1697;1.504;63,69
6339396;1632;1.447;84,58
6341653;1665;1.476;73,97
6343909;1649;1.462;79,12
6346166;1680;1.489;69,15
6348423;1632;1.447;84,58
6350680;1697;1.504;63,69
6352937;1664;1.475;74,3
6355193;1665;1.476;73,97
6357450;1680;1.489;69,15
6359706;1665;1.476;73,97
6361963;1665;1.476;73,97
6364220;1665;1.476;73,97
6366477;1664;1.475;74,3
6368733;1697;1.504;63,69
6370990;1665;1.476;73,97
6373247;1665;1.476;73,97
6375503;1664;1.475;74,3
6377760;1649;1.462;79,12
6387184;1648;1.461;79,44
6389304;1632;1.447;84,58
6391561;1696;1.503;64,01
6393818;1680;1.489;69,15
6396074;1680;1.489;69,15
6398331;1664;1.475;74,3
6400588;1680;1.489;69,15
6402845;1681;1.490;68,83
6405101;1649;1.462;79,12
6407358;1633;1.448;84,26
6409615;1649;1.462;79,12
6411872;1648;1.461;79,44
6414128;1649;1.462;79,12
6416385;1648;1.461;79,44
6418642;1665;1.476;73,97
6420898;1649;1.462;79,12
6423155;1680;1.489;69,15
6425412;1649;1.462;79,12
6427669;1664;1.475;74,3
6429925;1681;1.490;68,83
6432182;1633;1.448;84,26
6434439;1665;1.476;73,97
6436695;1648;1.461;79,44
6438952;1648;1.461;79,44
6441209;1696;1.503;64,01
6443466;1648;1.461;79,44
6445722;1648;1.461;79,44
6447979;1664;1.475;74,3
6450236;1664;1.475;74,3
6452492;1649;1.462;79,12
6461914;1664;1.475;74,3
6464036;1681;1.490;68,83
6466293;1680;1.489;69,15
6468550;1664;1.475;74,3
6470806;1664;1.475;74,3
6473063;1665;1.476;73,97
6475320;1616;1.432;89,72
6477577;1633;1.448;84,26
6479833;1664;1.475;74,3
6482090;1696;1.503;64,01
6484347;1665;1.476;73,97
6486603;1681;1.490;68,83
6488860;1665;1.476;73,97
6491117;1649;1.462;79,12
6493374;1664;1.475;74,3
6495631;1664;1.475;74,3
6497887;1665;1.476;73,97
6500144;1681;1.490;68,83
6502401;1680;1.489;69,15
6504657;1665;1.476;73,97
6506914;1665;1.476;73,97
6509171;1648;1.461;79,44
6511428;1680;1.489;69,15
6513684;1649;1.462;79,12
6515941;1665;1.476;73,97
6518198;1648;1.461;79,44
6520462;1681;1.490;68,83
6522711;1664;1.475;74,3
6524968;1680;1.489;69,15
6527225;1680;1.489;69,15
6536651;1664;1.475;74,3
6538769;1664;1.475;74,3
6541025;1665;1.476;73,97
6543282;1664;1.475;74,3
6545539;1680;1.489;69,15
6547795;1649;1.462;79,12
6550052;1648;1.461;79,44
