timestamp_us,adc_raw,voltage_V,field_mT
1750487204428478,1664,1.896,0.00
1750487204479422,1680,1.914,0.00
1750487204529798,1649,1.879,0.00
1750487204580102,1649,1.879,0.00
1750487204630853,1696,1.933,0.00
1750487204681471,1649,1.879,0.00
1750487204731922,1697,1.934,0.00
1750487204782481,1665,1.897,0.00
1750487204832902,1664,1.896,0.00
1750487204883244,1681,1.915,0.00
1750487204933622,1665,1.897,0.00
1750487204983929,1648,1.878,0.00
1750487205034226,1649,1.879,0.00
1750487205084731,1633,1.861,0.00
1750487205135130,1680,1.914,0.00
1750487205185735,1664,1.896,0.00
1750487205236121,1649,1.879,0.00
1750487205286651,1680,1.914,0.00
1750487205336917,1665,1.897,0.00
1750487205387331,1649,1.879,0.00
1750487205437664,1633,1.861,0.00
1750487205488429,1649,1.879,0.00
1750487205538804,1680,1.914,0.00
1750487205589295,1712,1.951,0.00
1750487205640032,1664,1.896,0.00
1750487205690753,1681,1.915,0.00
1750487205741250,1649,1.879,0.00
1750487205791753,1664,1.896,0.00
1750487205842228,1649,1.879,0.00
1750487205892668,1649,1.879,0.00
1750487205943284,1648,1.878,0.00
1750487205978604,1648,1.878,0.00
1750487206014466,1649,1.879,0.00
1750487206049925,1649,1.879,0.00
1750487206085226,1664,1.896,0.00
1750487206120590,1648,1.878,0.00
1750487206156079,1664,1.896,0.00
1750487206191720,1664,1.896,0.00
1750487206227268,1664,1.896,0.00
1750487206263001,1649,1.879,0.00
1750487206298583,1648,1.878,0.00
1750487206333937,1696,1.933,0.00
1750487206369251,1632,1.860,0.00
1750487206404827,1649,1.879,0.00
1750487206441063,1600,1.823,0.00
1750487206476538,1665,1.897,0.00
1750487206512174,1648,1.878,0.00
1750487206548179,1664,1.896,0.00
1750487206583598,1649,1.879,0.00
1750487206618914,1664,1.896,0.00
1750487206654246,1680,1.914,0.00
1750487206689805,1696,1.933,0.00
1750487206725361,1680,1.914,0.00
1750487206760666,1664,1.896,0.00
1750487206796037,1648,1.878,0.00
1750487206831759,1632,1.860,0.00
1750487206867252,1649,1.879,0.00
1750487206902602,1664,1.896,0.00
1750487206937896,1648,1.878,0.00
1750487206973245,1664,1.896,0.00
1750487207008861,1633,1.861,0.00
1750487207033695,1632,1.860,0.00
1750487207058535,1680,1.914,0.00
1750487207083611,1697,1.934,0.00
1750487207108456,1681,1.915,0.00
1750487207133304,1664,1.896,0.00
1750487207158145,1680,1.914,0.00
1750487207183114,1617,1.843,0.00
1750487207207960,1680,1.914,0.00
1750487207232865,1632,1.860,0.00
1750487207257686,1649,1.879,0.00
1750487207282810,1680,1.914,0.00
1750487207307752,1649,1.879,0.00
1750487207332532,1648,1.878,0.00
1750487207357335,1680,1.914,0.00
1750487207382156,1665,1.897,0.00
1750487207406998,1632,1.860,0.00
1750487207432063,1681,1.915,0.00
1750487207456960,1648,1.878,0.00
1750487207482058,1681,1.915,0.00
1750487207506849,1680,1.914,0.00
1750487207532010,1632,1.860,0.00
1750487207556887,1680,1.914,0.00
1750487207581831,1664,1.896,0.00
1750487207606696,1665,1.897,0.00
1750487207631672,1648,1.878,0.00
