timestamp_us,adc_raw,voltage_V,field_mT
1750487496961264,1665,1.897,0.00
1750487496970049,1680,1.914,0.00
1750487496978807,1665,1.897,0.00
1750487496987540,1697,1.934,0.00
1750487496996406,1617,1.843,0.00
1750487497002506,1696,1.933,0.00
1750487497008643,1665,1.897,0.00
1750487497014814,1665,1.897,0.00
1750487497021043,1665,1.897,0.00
1750487497027280,1681,1.915,0.00
1750487497033500,1648,1.878,0.00
1750487497039769,1665,1.897,0.00
1750487497046031,1649,1.879,0.00
1750487497052635,1648,1.878,0.00
1750487497058906,1665,1.897,0.00
1750487497065105,1649,1.879,0.00
1750487497071277,1681,1.915,0.00
1750487497077744,1664,1.896,0.00
1750487497083971,1697,1.934,0.00
1750487497090139,1648,1.878,0.00
1750487497096406,1649,1.879,0.00
1750487497103388,1665,1.897,0.00
1750487497109567,1648,1.878,0.00
1750487497115735,1680,1.914,0.00
1750487497121930,1665,1.897,0.00
1750487497128123,1665,1.897,0.00
1750487497134266,1696,1.933,0.00
1750487497140421,1665,1.897,0.00
1750487497146573,1681,1.915,0.00
1750487497152696,1649,1.879,0.00
1750487497158919,1664,1.896,0.00
1750487497165123,1680,1.914,0.00
1750487497171291,1696,1.933,0.00
1750487497177505,1680,1.914,0.00
1750487497183860,1664,1.896,0.00
1750487497188268,1665,1.897,0.00
1750487497192743,1664,1.896,0.00
1750487497197142,1680,1.914,0.00
1750487497201582,1681,1.915,0.00
1750487497206150,1633,1.861,0.00
1750487497210559,1632,1.860,0.00
1750487497214933,1665,1.897,0.00
1750487497219286,1665,1.897,0.00
1750487497223611,1681,1.915,0.00
1750487497227949,1664,1.896,0.00
1750487497232332,1617,1.843,0.00
1750487497236693,1681,1.915,0.00
1750487497241021,1680,1.914,0.00
1750487497245420,1649,1.879,0.00
1750487497249811,1632,1.860,0.00
1750487497254209,1617,1.843,0.00
1750487497258607,1681,1.915,0.00
1750487497263022,1648,1.878,0.00
1750487497267426,1681,1.915,0.00
1750487497271787,1680,1.914,0.00
1750487497276262,1697,1.934,0.00
1750487497280726,1649,1.879,0.00
1750487497285133,1632,1.860,0.00
1750487497289471,1665,1.897,0.00
1750487497293847,1696,1.933,0.00
1750487497298318,1665,1.897,0.00
1750487497302701,1696,1.933,0.00
1750487497307073,1664,1.896,0.00
1750487497311520,1665,1.897,0.00
1750487497316327,1680,1.914,0.00
1750487497319364,1664,1.896,0.00
1750487497322418,1649,1.879,0.00
1750487497325438,1649,1.879,0.00
1750487497328480,1665,1.897,0.00
1750487497331572,1680,1.914,0.00
1750487497334654,1649,1.879,0.00
1750487497337797,1681,1.915,0.00
1750487497340912,1632,1.860,0.00
1750487497344040,1665,1.897,0.00
1750487497347188,1617,1.843,0.00
1750487497350313,1617,1.843,0.00
1750487497353408,1664,1.896,0.00
1750487497356521,1633,1.861,0.00
1750487497359621,1632,1.860,0.00
1750487497362775,1681,1.915,0.00
1750487497365950,1664,1.896,0.00
1750487497369087,1665,1.897,0.00
1750487497372197,1665,1.897,0.00
1750487497375286,1648,1.878,0.00
1750487497378466,1680,1.914,0.00
1750487497381634,1664,1.896,0.00
1750487497384716,1681,1.915,0.00
1750487497387778,1649,1.879,0.00
1750487497390923,1697,1.934,0.00
1750487497394059,1664,1.896,0.00
1750487497397246,1664,1.896,0.00
1750487497400427,1649,1.879,0.00
1750487497403501,1649,1.879,0.00
1750487497406590,1617,1.843,0.00
1750487497409804,1665,1.897,0.00
1750487497412043,1697,1.934,0.00
1750487497414279,1648,1.878,0.00
1750487497416451,1649,1.879,0.00
1750487497418652,1680,1.914,0.00
1750487497420858,1665,1.897,0.00
1750487497423042,1680,1.914,0.00
1750487497425246,1649,1.879,0.00
1750487497427503,1664,1.896,0.00
1750487497429808,1648,1.878,0.00
1750487497432030,1648,1.878,0.00
1750487497434397,1664,1.896,0.00
1750487497436663,1681,1.915,0.00
1750487497438835,1681,1.915,0.00
1750487497441019,1633,1.861,0.00
1750487497443205,1680,1.914,0.00
1750487497445562,1664,1.896,0.00
1750487497447792,1681,1.915,0.00
1750487497449960,1697,1.934,0.00
1750487497452178,1633,1.861,0.00
1750487497454361,1665,1.897,0.00
1750487497456520,1648,1.878,0.00
1750487497458747,1680,1.914,0.00
1750487497460980,1648,1.878,0.00
1750487497463194,1648,1.878,0.00
1750487497465368,1681,1.915,0.00
1750487497467583,1648,1.878,0.00
1750487497469746,1680,1.914,0.00
1750487497471981,1664,1.896,0.00
1750487497474186,1633,1.861,0.00
1750487497476543,1680,1.914,0.00
1750487497478150,1633,1.861,0.00
1750487497479821,1697,1.934,0.00
1750487497481392,1649,1.879,0.00
1750487497482992,1649,1.879,0.00
1750487497484597,1696,1.933,0.00
1750487497486194,1681,1.915,0.00
1750487497487795,1664,1.896,0.00
1750487497489404,1664,1.896,0.00
1750487497490967,1681,1.915,0.00
1750487497492568,1649,1.879,0.00
1750487497494371,1697,1.934,0.00
1750487497496166,1680,1.914,0.00
1750487497497770,1680,1.914,0.00
1750487497499372,1665,1.897,0.00
1750487497500977,1664,1.896,0.00
1750487497502578,1633,1.861,0.00
1750487497504146,1665,1.897,0.00
1750487497505737,1665,1.897,0.00
1750487497507381,1681,1.915,0.00
1750487497509021,1681,1.915,0.00
1750487497510667,1648,1.878,0.00
1750487497512286,1665,1.897,0.00
1750487497513868,1664,1.896,0.00
1750487497515421,1696,1.933,0.00
1750487497517018,1680,1.914,0.00
1750487497518615,1697,1.934,0.00
1750487497520173,1680,1.914,0.00
1750487497521778,1665,1.897,0.00
1750487497523388,1633,1.861,0.00
